"orderid","employee","order_date","required_date","shipped_date","shipper","freight","customer","city","country","product","category","current_price","ordered_price","quantity","discount","total_sale_price"
10300,"Andrew Fuller","1996-09-09","1996-10-07","1996-09-18","United Package","17.68","Magazzini Alimentari Riuniti","Bergamo","Italy","Louisiana Hot Spiced Okra","Condiments","17","13.6",30,"0","408.00"
10300,"Andrew Fuller","1996-09-09","1996-10-07","1996-09-18","United Package","17.68","Magazzini Alimentari Riuniti","Bergamo","Italy","Scottish Longbreads","Confections","12.5","10",20,"0","200.00"
10301,"Laura Callahan","1996-09-09","1996-10-07","1996-09-17","United Package","45.08","Die Wandernde Kuh","Stuttgart","Germany","Boston Crab Meat","Seafood","18.4","14.7",10,"0","147.00"
10301,"Laura Callahan","1996-09-09","1996-10-07","1996-09-17","United Package","45.08","Die Wandernde Kuh","Stuttgart","Germany","Gnocchi di nonna Alice","Grains/Cereals","38","30.4",20,"0","608.00"
10302,"Margaret Peacock","1996-09-10","1996-10-08","1996-10-09","United Package","6.27","Suprêmes délices","Charleroi","Belgium","Alice Mutton","Meat/Poultry","39","31.2",40,"0","1248.00"
10302,"Margaret Peacock","1996-09-10","1996-10-08","1996-10-09","United Package","6.27","Suprêmes délices","Charleroi","Belgium","Rössle Sauerkraut","Produce","45.6","36.4",28,"0","1019.20"
10302,"Margaret Peacock","1996-09-10","1996-10-08","1996-10-09","United Package","6.27","Suprêmes délices","Charleroi","Belgium","Ipoh Coffee","Beverages","46","36.8",12,"0","441.60"
10303,"Robert King","1996-09-11","1996-10-09","1996-09-18","United Package","107.83","Godos Cocina Típica","Sevilla","Spain","Boston Crab Meat","Seafood","18.4","14.7",40,"0.1","529.20"
10303,"Robert King","1996-09-11","1996-10-09","1996-09-18","United Package","107.83","Godos Cocina Típica","Sevilla","Spain","Louisiana Fiery Hot Pepper Sauce","Condiments","21.05","16.8",30,"0.1","453.60"
10303,"Robert King","1996-09-11","1996-10-09","1996-09-18","United Package","107.83","Godos Cocina Típica","Sevilla","Spain","Scottish Longbreads","Confections","12.5","10",15,"0.1","135.00"
10304,"Nancy Davolio","1996-09-12","1996-10-10","1996-09-17","United Package","63.79","Tortuga Restaurante","México D.F.","Mexico","Maxilaku","Confections","20","16",30,"0","480.00"
10304,"Nancy Davolio","1996-09-12","1996-10-10","1996-09-17","United Package","63.79","Tortuga Restaurante","México D.F.","Mexico","Raclette Courdavault","Dairy Products","55","44",10,"0","440.00"
10304,"Nancy Davolio","1996-09-12","1996-10-10","1996-09-17","United Package","63.79","Tortuga Restaurante","México D.F.","Mexico","Flotemysost","Dairy Products","21.5","17.2",2,"0","34.40"
10305,"Laura Callahan","1996-09-13","1996-10-11","1996-10-09","Federal Shipping","257.62","Old World Delicatessen","Anchorage","USA","Carnarvon Tigers","Seafood","62.5","50",25,"0.1","1125.00"
10305,"Laura Callahan","1996-09-13","1996-10-11","1996-10-09","Federal Shipping","257.62","Old World Delicatessen","Anchorage","USA","Thüringer Rostbratwurst","Meat/Poultry","123.79","99",25,"0.1","2227.50"
10305,"Laura Callahan","1996-09-13","1996-10-11","1996-10-09","Federal Shipping","257.62","Old World Delicatessen","Anchorage","USA","Chartreuse verte","Beverages","18","14.4",30,"0.1","388.80"
10306,"Nancy Davolio","1996-09-16","1996-10-14","1996-09-23","Federal Shipping","7.56","Romero y tomillo","Madrid","Spain","Nord-Ost Matjeshering","Seafood","25.89","20.7",10,"0","207.00"
10306,"Nancy Davolio","1996-09-16","1996-10-14","1996-09-23","Federal Shipping","7.56","Romero y tomillo","Madrid","Spain","Perth Pasties","Meat/Poultry","32.8","26.2",10,"0","262.00"
10306,"Nancy Davolio","1996-09-16","1996-10-14","1996-09-23","Federal Shipping","7.56","Romero y tomillo","Madrid","Spain","Tourtière","Meat/Poultry","7.45","5.9",5,"0","29.50"
10307,"Andrew Fuller","1996-09-17","1996-10-15","1996-09-25","United Package","0.56","Lonesome Pine Restaurant","Portland","USA","Tarte au sucre","Confections","49.3","39.4",10,"0","394.00"
10307,"Andrew Fuller","1996-09-17","1996-10-15","1996-09-25","United Package","0.56","Lonesome Pine Restaurant","Portland","USA","Scottish Longbreads","Confections","12.5","10",3,"0","30.00"
10308,"Robert King","1996-09-18","1996-10-16","1996-09-24","Federal Shipping","1.61","Ana Trujillo Emparedados y helados","México D.F.","Mexico","Gudbrandsdalsost","Dairy Products","36","28.8",1,"0","28.80"
10308,"Robert King","1996-09-18","1996-10-16","1996-09-24","Federal Shipping","1.61","Ana Trujillo Emparedados y helados","México D.F.","Mexico","Outback Lager","Beverages","15","12",5,"0","60.00"
10309,"Janet Leverling","1996-09-19","1996-10-17","1996-10-23","Speedy Express","47.3","Hungry Owl All-Night Grocers","Cork","Ireland","Chef Anton's Cajun Seasoning","Condiments","22","17.6",20,"0","352.00"
10309,"Janet Leverling","1996-09-19","1996-10-17","1996-10-23","Speedy Express","47.3","Hungry Owl All-Night Grocers","Cork","Ireland","Grandma's Boysenberry Spread","Condiments","25","20",30,"0","600.00"
10309,"Janet Leverling","1996-09-19","1996-10-17","1996-10-23","Speedy Express","47.3","Hungry Owl All-Night Grocers","Cork","Ireland","Singaporean Hokkien Fried Mee","Grains/Cereals","14","11.2",2,"0","22.40"
10309,"Janet Leverling","1996-09-19","1996-10-17","1996-10-23","Speedy Express","47.3","Hungry Owl All-Night Grocers","Cork","Ireland","Ipoh Coffee","Beverages","46","36.8",20,"0","736.00"
10309,"Janet Leverling","1996-09-19","1996-10-17","1996-10-23","Speedy Express","47.3","Hungry Owl All-Night Grocers","Cork","Ireland","Flotemysost","Dairy Products","21.5","17.2",3,"0","51.60"
10310,"Laura Callahan","1996-09-20","1996-10-18","1996-09-27","United Package","17.52","The Big Cheese","Portland","USA","Pavlova","Confections","17.45","13.9",10,"0","139.00"
10310,"Laura Callahan","1996-09-20","1996-10-18","1996-09-27","United Package","17.52","The Big Cheese","Portland","USA","Tarte au sucre","Confections","49.3","39.4",5,"0","197.00"
10311,"Nancy Davolio","1996-09-20","1996-10-04","1996-09-26","Federal Shipping","24.69","Du monde entier","Nantes","France","Singaporean Hokkien Fried Mee","Grains/Cereals","14","11.2",6,"0","67.20"
10311,"Nancy Davolio","1996-09-20","1996-10-04","1996-09-26","Federal Shipping","24.69","Du monde entier","Nantes","France","Gudbrandsdalsost","Dairy Products","36","28.8",7,"0","201.60"
10312,"Andrew Fuller","1996-09-23","1996-10-21","1996-10-03","United Package","40.26","Die Wandernde Kuh","Stuttgart","Germany","Rössle Sauerkraut","Produce","45.6","36.4",4,"0","145.60"
10312,"Andrew Fuller","1996-09-23","1996-10-21","1996-10-03","United Package","40.26","Die Wandernde Kuh","Stuttgart","Germany","Ipoh Coffee","Beverages","46","36.8",24,"0","883.20"
10312,"Andrew Fuller","1996-09-23","1996-10-21","1996-10-03","United Package","40.26","Die Wandernde Kuh","Stuttgart","Germany","Perth Pasties","Meat/Poultry","32.8","26.2",20,"0","524.00"
10312,"Andrew Fuller","1996-09-23","1996-10-21","1996-10-03","United Package","40.26","Die Wandernde Kuh","Stuttgart","Germany","Rhönbräu Klosterbier","Beverages","7.75","6.2",10,"0","62.00"
10313,"Andrew Fuller","1996-09-24","1996-10-22","1996-10-04","United Package","1.96","QUICK-Stop","Cunewalde","Germany","Inlagd Sill","Seafood","19","15.2",12,"0","182.40"
10314,"Nancy Davolio","1996-09-25","1996-10-23","1996-10-04","United Package","74.16","Rattlesnake Canyon Grocery","Albuquerque","USA","Mascarpone Fabioli","Dairy Products","32","25.6",40,"0.1","921.60"
10314,"Nancy Davolio","1996-09-25","1996-10-23","1996-10-04","United Package","74.16","Rattlesnake Canyon Grocery","Albuquerque","USA","Escargots de Bourgogne","Seafood","13.25","10.6",30,"0.1","286.20"
10314,"Nancy Davolio","1996-09-25","1996-10-23","1996-10-04","United Package","74.16","Rattlesnake Canyon Grocery","Albuquerque","USA","Tarte au sucre","Confections","49.3","39.4",25,"0.1","886.50"
10315,"Margaret Peacock","1996-09-26","1996-10-24","1996-10-03","United Package","41.76","Island Trading","Cowes","UK","Sasquatch Ale","Beverages","14","11.2",14,"0","156.80"
10315,"Margaret Peacock","1996-09-26","1996-10-24","1996-10-03","United Package","41.76","Island Trading","Cowes","UK","Outback Lager","Beverages","15","12",30,"0","360.00"
10316,"Nancy Davolio","1996-09-27","1996-10-25","1996-10-08","Federal Shipping","150.15","Rattlesnake Canyon Grocery","Albuquerque","USA","Jack's New England Clam Chowder","Seafood","9.65","7.7",10,"0","77.00"
10316,"Nancy Davolio","1996-09-27","1996-10-25","1996-10-08","Federal Shipping","150.15","Rattlesnake Canyon Grocery","Albuquerque","USA","Tarte au sucre","Confections","49.3","39.4",70,"0","2758.00"
10317,"Michael Suyama","1996-09-30","1996-10-28","1996-10-10","Speedy Express","12.69","Lonesome Pine Restaurant","Portland","USA","Chai","Beverages","18","14.4",20,"0","288.00"
10318,"Laura Callahan","1996-10-01","1996-10-29","1996-10-04","United Package","4.73","Island Trading","Cowes","UK","Jack's New England Clam Chowder","Seafood","9.65","7.7",20,"0","154.00"
10318,"Laura Callahan","1996-10-01","1996-10-29","1996-10-04","United Package","4.73","Island Trading","Cowes","UK","Lakkalikööri","Beverages","18","14.4",6,"0","86.40"
10319,"Robert King","1996-10-02","1996-10-30","1996-10-11","Federal Shipping","64.5","Tortuga Restaurante","México D.F.","Mexico","Alice Mutton","Meat/Poultry","39","31.2",8,"0","249.60"
10319,"Robert King","1996-10-02","1996-10-30","1996-10-11","Federal Shipping","64.5","Tortuga Restaurante","México D.F.","Mexico","Rössle Sauerkraut","Produce","45.6","36.4",14,"0","509.60"
10319,"Robert King","1996-10-02","1996-10-30","1996-10-11","Federal Shipping","64.5","Tortuga Restaurante","México D.F.","Mexico","Lakkalikööri","Beverages","18","14.4",30,"0","432.00"
10320,"Steven Buchanan","1996-10-03","1996-10-17","1996-10-18","Federal Shipping","34.57","Wartian Herkku","Oulu","Finland","Flotemysost","Dairy Products","21.5","17.2",30,"0","516.00"
10321,"Janet Leverling","1996-10-03","1996-10-31","1996-10-11","United Package","3.43","Island Trading","Cowes","UK","Steeleye Stout","Beverages","18","14.4",10,"0","144.00"
10322,"Robert King","1996-10-04","1996-11-01","1996-10-23","Federal Shipping","0.4","Pericles Comidas clásicas","México D.F.","Mexico","Filo Mix","Grains/Cereals","7","5.6",20,"0","112.00"
10323,"Margaret Peacock","1996-10-07","1996-11-04","1996-10-14","Speedy Express","4.88","Königlich Essen","Brandenburg","Germany","Genen Shouyu","Condiments","13","12.4",5,"0","62.00"
10323,"Margaret Peacock","1996-10-07","1996-11-04","1996-10-14","Speedy Express","4.88","Königlich Essen","Brandenburg","Germany","NuNuCa Nuß-Nougat-Creme","Confections","14","11.2",4,"0","44.80"
10323,"Margaret Peacock","1996-10-07","1996-11-04","1996-10-14","Speedy Express","4.88","Königlich Essen","Brandenburg","Germany","Chartreuse verte","Beverages","18","14.4",4,"0","57.60"
10324,"Anne Dodsworth","1996-10-08","1996-11-05","1996-10-10","Speedy Express","214.27","Save-a-lot Markets","Boise","USA","Pavlova","Confections","17.45","13.9",21,"0.15","248.11"
10324,"Anne Dodsworth","1996-10-08","1996-11-05","1996-10-10","Speedy Express","214.27","Save-a-lot Markets","Boise","USA","Steeleye Stout","Beverages","18","14.4",70,"0.15","856.80"
10324,"Anne Dodsworth","1996-10-08","1996-11-05","1996-10-10","Speedy Express","214.27","Save-a-lot Markets","Boise","USA","Spegesild","Seafood","12","9.6",30,"0","288.00"
10324,"Anne Dodsworth","1996-10-08","1996-11-05","1996-10-10","Speedy Express","214.27","Save-a-lot Markets","Boise","USA","Raclette Courdavault","Dairy Products","55","44",40,"0.15","1496.00"
10324,"Anne Dodsworth","1996-10-08","1996-11-05","1996-10-10","Speedy Express","214.27","Save-a-lot Markets","Boise","USA","Vegie-spread","Condiments","43.9","35.1",80,"0.15","2386.80"
10325,"Nancy Davolio","1996-10-09","1996-10-23","1996-10-14","Federal Shipping","64.86","Königlich Essen","Brandenburg","Germany","Grandma's Boysenberry Spread","Condiments","25","20",6,"0","120.00"
10325,"Nancy Davolio","1996-10-09","1996-10-23","1996-10-14","Federal Shipping","64.86","Königlich Essen","Brandenburg","Germany","Konbu","Seafood","6","4.8",12,"0","57.60"
10325,"Nancy Davolio","1996-10-09","1996-10-23","1996-10-14","Federal Shipping","64.86","Königlich Essen","Brandenburg","Germany","Tofu","Produce","23.25","18.6",9,"0","167.40"
10325,"Nancy Davolio","1996-10-09","1996-10-23","1996-10-14","Federal Shipping","64.86","Königlich Essen","Brandenburg","Germany","Gorgonzola Telino","Dairy Products","12.5","10",4,"0","40.00"
10325,"Nancy Davolio","1996-10-09","1996-10-23","1996-10-14","Federal Shipping","64.86","Königlich Essen","Brandenburg","Germany","Mozzarella di Giovanni","Dairy Products","34.8","27.8",40,"0","1112.00"
10326,"Margaret Peacock","1996-10-10","1996-11-07","1996-10-14","United Package","77.92","Bólido Comidas preparadas","Madrid","Spain","Chef Anton's Cajun Seasoning","Condiments","22","17.6",24,"0","422.40"
10326,"Margaret Peacock","1996-10-10","1996-11-07","1996-10-14","United Package","77.92","Bólido Comidas preparadas","Madrid","Spain","Ravioli Angelo","Grains/Cereals","19.5","15.6",16,"0","249.60"
10326,"Margaret Peacock","1996-10-10","1996-11-07","1996-10-14","United Package","77.92","Bólido Comidas preparadas","Madrid","Spain","Rhönbräu Klosterbier","Beverages","7.75","6.2",50,"0","310.00"
10327,"Andrew Fuller","1996-10-11","1996-11-08","1996-10-14","Speedy Express","63.36","Folk och fä HB","Bräcke","Sweden","Chang","Beverages","19","15.2",25,"0.2","304.00"
10327,"Andrew Fuller","1996-10-11","1996-11-08","1996-10-14","Speedy Express","63.36","Folk och fä HB","Bräcke","Sweden","Queso Cabrales","Dairy Products","21","16.8",50,"0.2","672.00"
10327,"Andrew Fuller","1996-10-11","1996-11-08","1996-10-14","Speedy Express","63.36","Folk och fä HB","Bräcke","Sweden","Nord-Ost Matjeshering","Seafood","25.89","20.7",35,"0.2","579.60"
10327,"Andrew Fuller","1996-10-11","1996-11-08","1996-10-14","Speedy Express","63.36","Folk och fä HB","Bräcke","Sweden","Escargots de Bourgogne","Seafood","13.25","10.6",30,"0.2","254.40"
10328,"Margaret Peacock","1996-10-14","1996-11-11","1996-10-17","Federal Shipping","87.03","Furia Bacalhau e Frutos do Mar","Lisboa","Portugal","Raclette Courdavault","Dairy Products","55","44",9,"0","396.00"
10328,"Margaret Peacock","1996-10-14","1996-11-11","1996-10-17","Federal Shipping","87.03","Furia Bacalhau e Frutos do Mar","Lisboa","Portugal","Louisiana Fiery Hot Pepper Sauce","Condiments","21.05","16.8",40,"0","672.00"
10328,"Margaret Peacock","1996-10-14","1996-11-11","1996-10-17","Federal Shipping","87.03","Furia Bacalhau e Frutos do Mar","Lisboa","Portugal","Scottish Longbreads","Confections","12.5","10",10,"0","100.00"
10329,"Margaret Peacock","1996-10-15","1996-11-26","1996-10-23","United Package","191.67","Split Rail Beer & Ale","Lander","USA","Teatime Chocolate Biscuits","Confections","9.2","7.3",10,"0.05","69.35"
10329,"Margaret Peacock","1996-10-15","1996-11-26","1996-10-23","United Package","191.67","Split Rail Beer & Ale","Lander","USA","Nord-Ost Matjeshering","Seafood","25.89","20.7",8,"0.05","157.32"
10329,"Margaret Peacock","1996-10-15","1996-11-26","1996-10-23","United Package","191.67","Split Rail Beer & Ale","Lander","USA","Côte de Blaye","Beverages","263.5","210.8",20,"0.05","4005.20"
10329,"Margaret Peacock","1996-10-15","1996-11-26","1996-10-23","United Package","191.67","Split Rail Beer & Ale","Lander","USA","Gnocchi di nonna Alice","Grains/Cereals","38","30.4",12,"0.05","346.56"
10330,"Janet Leverling","1996-10-16","1996-11-13","1996-10-28","Speedy Express","12.75","LILA-Supermercado","Barquisimeto","Venezuela","Gumbär Gummibärchen","Confections","31.23","24.9",50,"0.15","1058.25"
10330,"Janet Leverling","1996-10-16","1996-11-13","1996-10-28","Speedy Express","12.75","LILA-Supermercado","Barquisimeto","Venezuela","Mozzarella di Giovanni","Dairy Products","34.8","27.8",25,"0.15","590.75"
10331,"Anne Dodsworth","1996-10-16","1996-11-27","1996-10-21","Speedy Express","10.19","Bon app'","Marseille","France","Tourtière","Meat/Poultry","7.45","5.9",15,"0","88.50"
10332,"Janet Leverling","1996-10-17","1996-11-28","1996-10-21","United Package","52.84","Mère Paillarde","Montréal","Canada","Carnarvon Tigers","Seafood","62.5","50",40,"0.2","1600.00"
10332,"Janet Leverling","1996-10-17","1996-11-28","1996-10-21","United Package","52.84","Mère Paillarde","Montréal","Canada","Singaporean Hokkien Fried Mee","Grains/Cereals","14","11.2",10,"0.2","89.60"
10332,"Janet Leverling","1996-10-17","1996-11-28","1996-10-21","United Package","52.84","Mère Paillarde","Montréal","Canada","Zaanse koeken","Confections","9.5","7.6",16,"0.2","97.28"
10333,"Steven Buchanan","1996-10-18","1996-11-15","1996-10-25","Federal Shipping","0.59","Wartian Herkku","Oulu","Finland","Tofu","Produce","23.25","18.6",10,"0","186.00"
10333,"Steven Buchanan","1996-10-18","1996-11-15","1996-10-25","Federal Shipping","0.59","Wartian Herkku","Oulu","Finland","Sir Rodney's Scones","Confections","10","8",10,"0.1","72.00"
10333,"Steven Buchanan","1996-10-18","1996-11-15","1996-10-25","Federal Shipping","0.59","Wartian Herkku","Oulu","Finland","Flotemysost","Dairy Products","21.5","17.2",40,"0.1","619.20"
10334,"Laura Callahan","1996-10-21","1996-11-18","1996-10-28","United Package","8.56","Victuailles en stock","Lyon","France","Filo Mix","Grains/Cereals","7","5.6",8,"0","44.80"
10334,"Laura Callahan","1996-10-21","1996-11-18","1996-10-28","United Package","8.56","Victuailles en stock","Lyon","France","Scottish Longbreads","Confections","12.5","10",10,"0","100.00"
10335,"Robert King","1996-10-22","1996-11-19","1996-10-24","United Package","42.11","Hungry Owl All-Night Grocers","Cork","Ireland","Chang","Beverages","19","15.2",7,"0.2","85.12"
